session_id,alternative_id,mode,carrier,service_identifier,service_tier,departure_window,raw_cost,raw_duration,raw_distance,transfer_count,carbon_estimate_kg,p_on_time,p_severe_delay,p_cancelled,source_dataset,source_record_id
S0000516,S0000516_A2,Flight,Vistara,UK-826,Economy,Afternoon,16140.0,11.25,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-826_182312
S0000516,S0000516_A3,Rail,SF,12906-Slip,3-Tier AC,Afternoon,26868.52,7.62,18124.0,0,579.97,0.65,0.1,0.03,canonical_train_routes.parquet,train_12906-Slip_TMR_BDI
S0000516,S0000516_A4,Rail,SF,12172,Standard Sleeper,Afternoon,9118.62,3.68,17535.8,0,561.15,0.65,0.1,0.03,canonical_train_routes.parquet,train_12172_MUO_BDI
S0000517,S0000517_A1,Flight,Vistara,UK-834,Economy,Evening,5054.0,19.42,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-834_191966
S0000517,S0000517_A2,Flight,Vistara,UK-834,Economy,Evening,10489.0,6.67,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-834_190614
S0000517,S0000517_A3,Rail,SF,12361,2-Tier AC,Evening,1407.76,10.68,614.8,0,19.67,0.65,0.1,0.03,canonical_train_routes.parquet,train_12361_MUO_DR
S0000517,S0000517_A4,Rail,SF,12545,3-Tier AC,Evening,942.77,10.85,606.6,0,19.41,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_12545_MUO_LTT
S0000518,S0000518_A1,Flight,Vistara,UK-945,Economy,Morning,4979.0,8.25,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-945_42655
S0000518,S0000518_A2,Rail,SF,12945,3-Tier AC,Morning,214.16,18.0,114.3,0,3.66,0.65,0.1,0.03,canonical_train_routes.parquet,train_12945_KDI_BSWD
S0000519,S0000519_A1,Flight,AirAsia,I5-552,Economy,Early Morning,5315.0,11.08,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-552_141276
S0000519,S0000519_A2,Flight,Vistara,UK-720,Economy,Early Morning,8111.0,13.25,1546.8,2,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-720_139830
S0000519,S0000519_A3,Flight,GO FIRST,G8-512,Economy,Early Morning,6109.0,14.75,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-512_138899
S0000519,S0000519_A4,Rail,Exp,16516,3-Tier AC,Early Morning,726.69,15.18,460.6,0,14.74,0.65,0.1,0.03,canonical_train_routes.parquet,train_16516_SHMI_SDVL
S0000520,S0000520_A1,Flight,Indigo,6E-6212,Economy,Morning,3012.0,4.17,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6212_101172
S0000520,S0000520_A2,Rail,SF,12975,Standard Sleeper,Morning,19144.79,37.8,36816.9,0,1178.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12975_Y_KRLS
S0000521,S0000521_A1,Flight,Indigo,6E-496,Economy,Early Morning,14301.0,8.25,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-496_148565
S0000521,S0000521_A2,Rail,JShtb,12021,3-Tier AC,Early Morning,234.74,1.88,128.2,0,4.1,0.65,0.1,0.03,canonical_train_routes.parquet,train_12021_HWH_KSO
S0000522,S0000522_A1,Flight,Vistara,UK-993,Business,Afternoon,54777.0,6.42,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-993_215429
S0000522,S0000522_A2,Flight,AirAsia,I5-775,Economy,Afternoon,4019.0,8.58,1708.8,2,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-775_14734
S0000522,S0000522_A3,Flight,Vistara,UK-819,Economy,Afternoon,4501.0,2.75,1708.8,0,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-819_16944
S0000522,S0000522_A4,Rail,Exp,17308,3-Tier AC,Afternoon,26818.94,19.73,18090.5,0,578.9,0.65,0.1,0.03,canonical_train_routes.parquet,train_17308_KLM_YPR
S0000523,S0000523_A1,Flight,Vistara,UK-890,Economy,Evening,4009.0,16.25,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-890_177988
S0000523,S0000523_A2,Rail,Pass,57550,Standard Sleeper,Evening,89.54,5.73,172.2,0,5.51,0.65,0.1,0.03,canonical_train_routes.parquet,train_57550_SCO_CKX
S0000523,S0000523_A3,Rail,Exp,16533,Standard Sleeper,Evening,167.08,7.82,321.3,0,10.28,0.65,0.1,0.03,canonical_train_routes.parquet,train_16533_SCH_KMST
S0000524,S0000524_A1,Flight,GO FIRST,G8-312,Economy,Evening,5902.0,14.25,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-312_108293
S0000524,S0000524_A2,Rail,SF,12864,3-Tier AC,Evening,2863.66,34.58,1904.5,0,60.94,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12864_YPR_HWH
S0000525,S0000525_A1,Flight,Air India,AI-429,Business,Morning,27864.0,2.83,1759.4,0,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-429_222677
S0000525,S0000525_A2,Flight,Indigo,6E-2026,Economy,Morning,4316.0,7.58,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-2026_37176
S0000525,S0000525_A3,Rail,SF,12618,2-Tier AC,Morning,1918.97,13.65,849.3,0,27.18,0.65,0.1,0.03,canonical_train_routes.parquet,train_12618_NZM_MUO
S0000525,S0000525_A4,Rail,Exp,18030,Standard Sleeper,Morning,1378.68,18.0,2651.3,0,84.84,0.65,0.1,0.03,canonical_train_routes.parquet,train_18030_PI_TMR
S0000526,S0000526_A1,Flight,Air India,AI-762,Business,Night,59033.0,23.83,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-762_207618
S0000526,S0000526_A2,Rail,SF,12112,3-Tier AC,Night,628.86,6.93,394.5,0,12.62,0.65,0.1,0.03,canonical_train_routes.parquet,train_12112_BDI_DR
S0000527,S0000527_A1,Flight,Indigo,6E-5308,Economy,Afternoon,3000.0,1.92,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5308_80668
S0000527,S0000527_A2,Rail,Exp,19115,3-Tier AC,Afternoon,1161.07,15.03,754.1,0,24.13,0.65,0.1,0.03,canonical_train_routes.parquet,train_19115_BDTS_BMSB
S0000528,S0000528_A1,Flight,Vistara,UK-834,Business,Evening,57057.0,26.42,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-834_296874
S0000528,S0000528_A2,Flight,Indigo,6E-562,Economy,Evening,3325.0,5.58,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-562_199799
S0000528,S0000528_A3,Rail,Exp,15048,3-Tier AC,Evening,777.75,9.75,495.1,0,15.84,0.4566,0.4357,0.0144,canonical_train_routes.parquet,train_15048_SPJ_KOAA
S0000528,S0000528_A4,Rail,Exp,15234,Standard Sleeper,Evening,249.96,10.2,480.7,0,15.38,0.4566,0.4357,0.0144,canonical_train_routes.parquet,train_15234_SPJ_KOAA
S0000529,S0000529_A1,Flight,Indigo,6E-6067,Economy,Evening,12791.0,6.33,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6067_104609
S0000529,S0000529_A2,Flight,GO FIRST,G8-241,Economy,Evening,5902.0,14.83,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-241_107104
S0000529,S0000529_A3,Flight,Vistara,UK-802,Economy,Evening,15154.0,14.75,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-802_103493
S0000529,S0000529_A4,Rail,SF,12864,Standard Sleeper,Evening,990.34,34.58,1904.5,0,60.94,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12864_YPR_HWH
S0000530,S0000530_A1,Flight,Vistara,UK-772,Business,Morning,52287.0,24.33,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-772_269533
S0000530,S0000530_A2,Flight,Indigo,6E-893,Economy,Morning,4284.0,10.5,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-893_139308
S0000530,S0000530_A3,Rail,SF,12509,3-Tier AC,Morning,178242.48,18.0,120403.7,0,3852.92,0.65,0.1,0.03,canonical_train_routes.parquet,train_12509_HWHG_BNC
S0000530,S0000530_A4,Rail,Exp,15227,3-Tier AC,Morning,118460.54,18.0,80010.5,0,2560.34,0.65,0.1,0.03,canonical_train_routes.parquet,train_15227_HWHG_YPR
S0000531,S0000531_A1,Flight,Vistara,UK-857,Economy,Night,6122.0,13.67,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-857_47694
S0000531,S0000531_A2,Rail,Exp,11015,2-Tier AC,Night,910.07,7.2,386.5,0,12.37,0.65,0.1,0.03,canonical_train_routes.parquet,train_11015_LTT_BDI
S0000531,S0000531_A3,Rail,Exp,18029,3-Tier AC,Night,616.58,7.28,386.2,0,12.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_18029_LTT_BDI
S0000532,S0000532_A1,Flight,Vistara,UK-857,Economy,Night,3334.0,23.92,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-857_73153
S0000532,S0000532_A2,Flight,Air India,AI-619,Business,Night,17548.0,1.33,622.7,0,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-619_240278
S0000532,S0000532_A3,Flight,Air India,AI-619,Economy,Night,2111.0,1.33,622.7,0,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-619_76488
S0000532,S0000532_A4,Rail,SF,09001,3-Tier AC,Night,393.69,4.18,235.6,0,7.54,0.65,0.1,0.03,canonical_train_routes.parquet,train_09001_BDTS_SCH
S0000533,S0000533_A1,Flight,Indigo,6E-7216,Economy,Morning,6554.0,6.33,507.8,2,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-7216_203670
S0000533,S0000533_A2,Flight,Vistara,UK-822,Economy,Morning,5483.0,22.08,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-822_204620
S0000533,S0000533_A3,Rail,MEMU,40047,Standard Sleeper,Morning,2.96,1.0,5.7,0,0.18,0.65,0.1,0.03,canonical_train_routes.parquet,train_40047_MSB_MSC
S0000534,S0000534_A1,Flight,Indigo,6E-358,Economy,Morning,9525.0,7.75,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-358_30151
S0000534,S0000534_A2,Flight,Air India,AI-429,Economy,Morning,16718.0,24.08,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-429_28831
S0000534,S0000534_A3,Rail,SF,12166,3-Tier AC,Morning,2783.74,18.0,1850.5,0,59.22,0.65,0.1,0.03,canonical_train_routes.parquet,train_12166_PI_SCKR
S0000534,S0000534_A4,Rail,SF,12811,Standard Sleeper,Morning,137.75,18.0,264.9,0,8.48,0.65,0.1,0.03,canonical_train_routes.parquet,train_12811_PI_BSCN
S0000535,S0000535_A1,Flight,Indigo,6E-6684,Economy,Night,7708.0,2.25,1265.6,0,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6684_157016
S0000535,S0000535_A2,Flight,Vistara,UK-876,Business,Night,54115.0,12.08,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-876_277138
S0000535,S0000535_A3,Flight,Air India,AI-698,Business,Night,39499.0,25.5,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-698_274986
S0000535,S0000535_A4,Rail,SF,12367,2-Tier AC,Night,1279.58,8.13,556.0,0,17.79,0.4808,0.4038,0.0,canonical_train_routes.parquet,train_12367_ASCE_ANVT
S0000536,S0000536_A1,Flight,Indigo,6E-363,Economy,Morning,13619.0,8.5,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-363_62317
S0000536,S0000536_A2,Rail,SF,12618,Standard Sleeper,Morning,340.7,12.88,655.2,0,20.97,0.65,0.1,0.03,canonical_train_routes.parquet,train_12618_TPND_SHMI
S0000537,S0000537_A1,Flight,Vistara,UK-927,Economy,Morning,9840.0,22.33,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-927_30026
S0000537,S0000537_A2,Flight,Vistara,UK-815,Economy,Morning,5761.0,25.0,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-815_31243
S0000537,S0000537_A3,Flight,Vistara,UK-927,Business,Morning,46097.0,22.33,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-927_220372
S0000537,S0000537_A4,Rail,SF,12146,3-Tier AC,Morning,2135.35,18.0,1412.4,0,45.2,0.65,0.1,0.03,canonical_train_routes.parquet,train_12146_PI_SCPR
S0000538,S0000538_A1,Flight,AirAsia,I5-336,Economy,Night,5104.0,1.92,834.4,0,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-336_54849
S0000538,S0000538_A2,Rail,SF,12976,3-Tier AC,Night,54534.01,38.5,36816.9,0,1178.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12976_KRLS_Y
S0000539,S0000539_A1,Flight,Vistara,UK-830,Economy,Morning,4416.0,11.67,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-830_164252
S0000539,S0000539_A2,Rail,Drnt,12224,Premium 2-Tier AC,Morning,9366.0,18.0,3406.1,0,109.0,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_12224_ERSC_LTT
S0000539,S0000539_A3,Rail,Exp,18029,3-Tier AC,Morning,32412.75,18.0,21870.1,0,699.84,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_18029_BSCN_LTT
S0000540,S0000540_A1,Flight,Indigo,6E-2031,Economy,Early Morning,5955.0,5.58,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-2031_23606
S0000540,S0000540_A2,Flight,Vistara,UK-975,Economy,Early Morning,7910.0,11.08,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-975_23667
S0000540,S0000540_A3,Rail,SF,12473,3-Tier AC,Early Morning,878.98,9.68,563.5,0,18.03,0.65,0.1,0.03,canonical_train_routes.parquet,train_12473_BHD_JAT
S0000541,S0000541_A1,Flight,SpiceJet,SG-8108,Economy,Night,3150.0,2.75,1759.4,0,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-8108_182796
S0000541,S0000541_A2,Flight,AirAsia,I5-1531,Economy,Night,2477.0,16.08,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1531_185324
S0000541,S0000541_A3,Flight,Vistara,UK-824,Economy,Night,4971.0,11.58,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-824_186966
S0000541,S0000541_A4,Rail,Exp,19604,3-Tier AC,Night,699.31,8.72,442.1,0,14.15,0.65,0.1,0.03,canonical_train_routes.parquet,train_19604_MST_BWSN
S0000541,S0000541_A5,Rail,Exp,18238,Standard Sleeper,Night,57.3,2.87,110.2,0,3.53,0.65,0.1,0.03,canonical_train_routes.parquet,train_18238_MSP_NZM
S0000542,S0000542_A1,Flight,Vistara,UK-866,Economy,Night,2150.0,1.75,834.4,0,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-866_97190
S0000542,S0000542_A2,Flight,GO FIRST,G8-791,Economy,Night,6863.0,11.75,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-791_101123
S0000542,S0000542_A3,Flight,GO FIRST,G8-118,Economy,Night,5177.0,14.92,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-118_96272
S0000542,S0000542_A4,Rail,Exp,16332,Standard Sleeper,Night,558.64,22.62,1074.3,0,34.38,0.65,0.1,0.03,canonical_train_routes.parquet,train_16332_CSDR_DR
S0000542,S0000542_A5,Rail,Exp,16340,2-Tier AC,Night,2409.47,22.6,1074.3,0,34.38,0.65,0.1,0.03,canonical_train_routes.parquet,train_16340_CSDR_DR
S0000543,S0000543_A1,Flight,SpiceJet,SG-8152,Economy,Morning,6129.0,11.25,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-8152_25580
S0000543,S0000543_A2,Flight,Air India,AI-560,Business,Morning,43376.0,23.92,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-560_217051
S0000543,S0000543_A3,Flight,Air India,AI-678,Economy,Morning,5276.0,14.67,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-678_22998
S0000543,S0000543_A4,Rail,SF,12102,3-Tier AC,Morning,27116.57,18.0,18291.6,0,585.33,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12102_PI_HWH
S0000544,S0000544_A1,Flight,GO FIRST,G8-116,Economy,Early Morning,4337.0,7.33,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-116_112581
S0000544,S0000544_A2,Flight,Vistara,UK-810,Economy,Early Morning,6262.0,12.83,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-810_115461
S0000544,S0000544_A3,Rail,GR,06501,3-Tier AC,Early Morning,2119.22,30.47,1401.5,0,44.85,0.65,0.1,0.03,canonical_train_routes.parquet,train_06501_SDVL_SCH
S0000544,S0000544_A4,Rail,Exp,17316,Standard Sleeper,Early Morning,315.64,15.0,607.0,0,19.42,0.65,0.1,0.03,canonical_train_routes.parquet,train_17316_SDVL_VSG
S0000545,S0000545_A1,Flight,Air India,AI-573,Economy,Afternoon,14936.0,21.67,456.1,2,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-573_110216
S0000545,S0000545_A2,Flight,Vistara,UK-867,Economy,Afternoon,8140.0,23.83,456.1,2,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-867_113543
S0000545,S0000545_A3,Flight,StarAir,S5-131,Economy,Afternoon,8982.0,5.08,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_S5-131_110483
S0000545,S0000545_A4,Rail,SF,12253,Standard Sleeper,Afternoon,528.58,18.85,1016.5,0,32.53,0.65,0.1,0.03,canonical_train_routes.parquet,train_12253_YPR_SCMN
S0000545,S0000545_A5,Rail,Exp,18464,Standard Sleeper,Afternoon,9831.48,23.7,18906.7,0,605.01,0.65,0.1,0.03,canonical_train_routes.parquet,train_18464_SBC_SCM
S0000546,S0000546_A1,Flight,Vistara,UK-774,Business,Night,68303.0,13.08,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-774_262123
S0000546,S0000546_A2,Flight,AirAsia,I5-2991,Economy,Night,3014.0,16.5,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-2991_126246
S0000546,S0000546_A3,Flight,Vistara,UK-774,Business,Night,68303.0,13.08,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-774_263747
S0000546,S0000546_A4,Rail,Exp,13111,Standard Sleeper,Night,11722.05,30.92,22542.4,0,721.36,0.3123,0.3589,0.0644,canonical_train_routes.parquet,train_13111_KOAA_DLI
S0000547,S0000547_A1,Flight,Air India,AI-804,Business,Early Morning,60396.0,17.42,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-804_260698
S0000547,S0000547_A2,Flight,Vistara,UK-858,Business,Early Morning,44280.0,16.42,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-858_260666
S0000547,S0000547_A3,Rail,Pass,56228,Standard Sleeper,Early Morning,54.44,2.65,104.7,0,3.35,0.65,0.1,0.03,canonical_train_routes.parquet,train_56228_KRNH_AMSA
S0000547,S0000547_A4,Rail,SF,12778,Standard Sleeper,Early Morning,49.87,1.65,95.9,0,3.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_12778_SDVL_AMSA
S0000548,S0000548_A1,Flight,Vistara,UK-818,Business,Evening,62188.0,23.92,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-818_254420
S0000548,S0000548_A2,Flight,Vistara,UK-818,Business,Evening,87276.0,12.92,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-818_254093
S0000548,S0000548_A3,Rail,SF,12864,3-Tier AC,Evening,2863.66,34.58,1904.5,0,60.94,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12864_YPR_HWH
S0000549,S0000549_A1,Flight,Indigo,6E-156,Economy,Night,3219.0,8.92,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-156_201059
S0000549,S0000549_A2,Flight,Vistara,UK-824,Economy,Night,14702.0,23.08,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-824_202462
S0000549,S0000549_A3,Rail,Exp,16326,Standard Sleeper,Night,10077.44,30.85,19379.7,0,620.15,0.65,0.1,0.03,canonical_train_routes.parquet,train_16326_MSU_LMNR
S0000550,S0000550_A1,Flight,Air India,AI-502,Business,Afternoon,53164.0,7.58,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-502_209599
S0000550,S0000550_A2,Flight,Air India,AI-636,Business,Afternoon,22152.0,3.5,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-636_209287
S0000550,S0000550_A3,Flight,Vistara,UK-819,Economy,Afternoon,6296.0,7.58,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-819_2649
S0000550,S0000550_A4,Rail,Exp,11068,2-Tier AC,Afternoon,909.42,7.75,386.2,0,12.36,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_11068_BDI_LTT
S0000550,S0000550_A5,Rail,SF,12484,3-Tier AC,Afternoon,906.21,8.42,581.9,0,18.62,0.65,0.1,0.03,canonical_train_routes.parquet,train_12484_BHD_KRLS
S0000551,S0000551_A1,Flight,Air India,AI-442,Economy,Afternoon,6000.0,16.5,1665.7,1,256.52,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-442_67308
S0000551,S0000551_A2,Rail,SF,12750,3-Tier AC,Afternoon,1808.86,22.18,1191.8,0,38.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12750_LTT_LKSH
S0000552,S0000552_A1,Flight,Air India,AI-840,Business,Night,56590.0,19.42,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-840_282055
S0000552,S0000552_A2,Flight,Vistara,UK-870,Economy,Night,11319.0,20.42,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-870_165802
S0000552,S0000552_A3,Flight,GO FIRST,G8-426,Economy,Night,6256.0,10.33,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-426_170073
S0000552,S0000552_A4,Rail,GR,08469,2-Tier AC,Night,41248.14,24.23,18890.2,0,604.49,0.4099,0.4444,0.0603,canonical_train_routes.parquet,train_08469_SCM_SBC
S0000552,S0000552_A5,Rail,Drnt,12214,Premium 3-Tier AC,Night,33257.65,8.7,17946.7,0,574.29,0.65,0.1,0.03,canonical_train_routes.parquet,train_12214_SC_YPR
S0000553,S0000553_A1,Flight,Vistara,UK-953,Economy,Night,5549.0,11.17,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-953_35150
S0000553,S0000553_A2,Flight,Air India,AI-762,Business,Night,47408.0,25.0,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-762_219644
S0000553,S0000553_A3,Flight,Air India,AI-762,Business,Night,47408.0,25.0,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-762_220717
S0000553,S0000553_A4,Rail,Raj,12425,Premium 3-Tier AC,Night,731.87,5.3,365.2,0,11.69,0.65,0.1,0.03,canonical_train_routes.parquet,train_12425_BHD_SCPD
S0000554,S0000554_A1,Flight,Vistara,UK-738,Economy,Evening,5632.0,14.92,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-738_146397
S0000554,S0000554_A2,Flight,Indigo,6E-875,Economy,Evening,4748.0,5.67,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-875_146386
S0000554,S0000554_A3,Flight,Vistara,UK-776,Business,Evening,49207.0,18.67,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-776_271403
S0000554,S0000554_A4,Rail,Exp,04054,3-Tier AC,Evening,338.48,3.97,198.3,0,6.35,0.65,0.1,0.03,canonical_train_routes.parquet,train_04054_JAT_SCPD
S0000554,S0000554_A5,Rail,SF,22853,Standard Sleeper,Evening,440.54,13.45,847.2,0,27.11,0.65,0.1,0.03,canonical_train_routes.parquet,train_22853_SHM_SCM
S0000555,S0000555_A1,Flight,Air India,AI-804,Business,Early Morning,56476.0,26.83,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-804_258909
S0000555,S0000555_A2,Rail,Exp,17316,Standard Sleeper,Early Morning,315.64,15.0,607.0,0,19.42,0.65,0.1,0.03,canonical_train_routes.parquet,train_17316_SDVL_VSG
S0000555,S0000555_A3,Rail,Exp,15016,2-Tier AC,Early Morning,1242.08,15.58,538.8,0,17.24,0.65,0.1,0.03,canonical_train_routes.parquet,train_15016_YPR_SC
S0000556,S0000556_A1,Flight,Vistara,UK-893,Economy,Evening,3496.0,16.75,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-893_91499
S0000556,S0000556_A2,Rail,SF,12627,2-Tier AC,Evening,80507.97,39.25,36899.3,0,1180.78,0.6328,0.27,0.0,canonical_train_routes.parquet,train_12627_SBC_NDLS
S0000556,S0000556_A3,Rail,Exp,17307,Standard Sleeper,Evening,9407.06,18.05,18090.5,0,578.9,0.65,0.1,0.03,canonical_train_routes.parquet,train_17307_YPR_KLM
S0000557,S0000557_A1,Flight,Vistara,UK-880,Business,Afternoon,51707.0,6.83,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-880_285952
S0000557,S0000557_A2,Flight,Indigo,6E-6591,Economy,Afternoon,4453.0,7.25,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6591_178485
S0000557,S0000557_A3,Flight,Vistara,UK-880,Business,Afternoon,51707.0,9.33,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-880_287066
S0000557,S0000557_A4,Rail,SF,12541,3-Tier AC,Afternoon,359.8,3.55,212.7,0,6.81,0.65,0.1,0.03,canonical_train_routes.parquet,train_12541_SCI_MUO
S0000558,S0000558_A1,Flight,Indigo,6E-417,Economy,Afternoon,7466.0,8.92,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-417_145841
S0000558,S0000558_A2,Flight,Air India,AI-768,Business,Afternoon,52063.0,20.42,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-768_271873
S0000558,S0000558_A3,Rail,SF,12345,Standard Sleeper,Afternoon,196.66,6.62,378.2,0,12.1,0.1038,0.3577,0.0,canonical_train_routes.parquet,train_12345_HWH_HCR
S0000559,S0000559_A1,Flight,Indigo,6E-6445,Economy,Early Morning,4349.0,6.25,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6445_98001
S0000559,S0000559_A2,Flight,Air India,AI-507,Economy,Early Morning,11545.0,13.5,834.4,2,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-507_94658
S0000559,S0000559_A3,Rail,Exp,11018,3-Tier AC,Early Morning,1702.16,23.17,1119.7,0,35.83,0.65,0.1,0.03,canonical_train_routes.parquet,train_11018_SDVL_DR
