traveller_id,session_id,alternative_id,persona_type,mode,origin_city,destination_city,departure_window,trip_purpose,party_size,lead_days,chosen,rank,choice_probability,utility,raw_cost,raw_duration,raw_distance,cost_score,time_score,reliability_score,comfort_score,transfer_count,transfer_score,carbon_estimate_kg,carbon_score,departure_fit,source_dataset,source_record_id
T000084,S0000334,S0000334_A2,Cost-Sensitive Commuter,Rail,Hyderabad,Bangalore,Afternoon,Commute,1,16,1,1,0.6961180596461747,0.80168,2529.81,21.13,1129.5,1.0,0.0,0.909,0.65,0,1.0,36.14,1.0,1.0,canonical_train_routes.parquet,train_15228_SCM_YPR
T000084,S0000335,S0000335_A1,Cost-Sensitive Commuter,Flight,Delhi,Chennai,Morning,Commute,1,32,1,3,0.22304597934502912,0.59446,4149.0,6.17,1759.4,0.0,1.0,0.971,0.8,1,0.5,270.95,0.0,1.0,canonical_flights.parquet,flight_SG-8946_39063
T000084,S0000335,S0000335_A2,Cost-Sensitive Commuter,Rail,Delhi,Chennai,Morning,Commute,1,32,0,1,0.5109429476880325,0.80168,1022.16,18.0,1965.7,1.0,0.0,0.909,0.65,0,1.0,62.9,1.0,1.0,canonical_train_routes.parquet,train_25014_BWSN_GMS
T000084,S0000335,S0000335_A3,Cost-Sensitive Commuter,Rail,Delhi,Chennai,Morning,Commute,1,32,0,2,0.2660110729669384,0.6385,3167.21,18.0,2109.6,0.314,0.0,0.909,0.65,0,1.0,67.51,0.9778,1.0,canonical_train_routes.parquet,train_14055_DSAP_LKG
T000084,S0000336,S0000336_A1,Cost-Sensitive Commuter,Flight,Hyderabad,Kolkata,Early Morning,Commute,1,38,0,4,0.06388723835337198,0.43986,12538.0,12.67,1207.2,0.0,0.0,0.971,0.8,2,0.3333,185.91,0.0,1.0,canonical_flights.parquet,flight_AI-559_172053
T000084,S0000336,S0000336_A2,Cost-Sensitive Commuter,Flight,Hyderabad,Kolkata,Early Morning,Commute,1,38,1,2,0.2795775261795986,0.8089,2395.0,2.17,1207.2,0.8372,1.0,0.971,0.8,0,1.0,185.91,0.0,1.0,canonical_flights.parquet,flight_6E-6893_174435
T000084,S0000336,S0000336_A3,Cost-Sensitive Commuter,Flight,Hyderabad,Kolkata,Early Morning,Commute,1,38,0,3,0.1489423962219905,0.65147,5314.0,8.0,1207.2,0.5963,0.4448,0.971,0.8,1,0.5,185.91,0.0,1.0,canonical_flights.parquet,flight_AI-559_175026
T000084,S0000336,S0000336_A4,Cost-Sensitive Commuter,Rail,Hyderabad,Kolkata,Early Morning,Commute,1,38,0,1,0.507592839245039,0.958,423.11,3.05,198.3,1.0,0.9162,0.909,0.85,0,1.0,6.35,1.0,1.0,canonical_train_routes.parquet,train_12265_SCPD_JAT
T000085,S0000337,S0000337_A1,Cost-Sensitive Commuter,Flight,Mumbai,Chennai,Night,Commute,1,14,1,2,0.3540880425089143,0.80517,3000.0,1.83,1033.5,0.9643,1.0,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_6E-5368_81091
T000085,S0000337,S0000337_A2,Cost-Sensitive Commuter,Flight,Mumbai,Chennai,Night,Commute,1,14,0,3,0.11521795435149264,0.52449,61933.0,18.42,1033.5,0.0,0.0,0.971,0.95,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_UK-950_242112
T000085,S0000337,S0000337_A3,Cost-Sensitive Commuter,Rail,Mumbai,Chennai,Night,Commute,1,14,0,1,0.530694003139593,0.90633,820.96,9.68,524.3,1.0,0.5268,0.909,0.65,0,1.0,16.78,1.0,1.0,canonical_train_routes.parquet,train_19065_BDTS_GUS
T000085,S0000338,S0000338_A1,Cost-Sensitive Commuter,Flight,Kolkata,Chennai,Night,Commute,1,38,0,2,0.2457950425124316,0.69895,2966.0,2.67,1385.2,0.5169,0.8928,0.971,0.8,0,1.0,213.32,0.0,1.0,canonical_flights.parquet,flight_I5-556_151936
T000085,S0000338,S0000338_A2,Cost-Sensitive Commuter,Flight,Kolkata,Chennai,Night,Commute,1,38,0,3,0.11351988594547782,0.50582,5975.0,13.5,1385.2,0.0,0.0,0.971,0.8,1,0.5,213.32,0.0,1.0,canonical_flights.parquet,flight_UK-708_150681
T000085,S0000338,S0000338_A3,Cost-Sensitive Commuter,Rail,Kolkata,Chennai,Night,Commute,1,38,1,1,0.6406850715420906,0.93846,154.22,1.37,73.8,1.0,1.0,0.909,0.65,0,1.0,2.36,1.0,1.0,canonical_train_routes.parquet,train_13111-Slip_KOAA_MSAE
T000085,S0000339,S0000339_A1,Cost-Sensitive Commuter,Flight,Chennai,Delhi,Evening,Commute,1,41,0,3,0.1939115458256554,0.61007,39888.0,2.83,1759.4,0.0,0.9925,0.971,0.95,0,1.0,270.95,0.0,1.0,canonical_flights.parquet,flight_AI-539_289667
T000085,S0000339,S0000339_A2,Cost-Sensitive Commuter,Flight,Chennai,Delhi,Evening,Commute,1,41,0,2,0.25641625132341006,0.67992,27792.0,2.75,1759.4,0.3135,1.0,0.971,0.95,0,1.0,270.95,0.0,1.0,canonical_flights.parquet,flight_UK-834_288682
T000085,S0000339,S0000339_A3,Cost-Sensitive Commuter,Rail,Chennai,Delhi,Evening,Commute,1,41,1,1,0.5496722028509345,0.87055,1301.96,13.4,849.3,1.0,0.0,0.909,0.65,0,1.0,27.18,1.0,1.0,canonical_train_routes.parquet,train_12171_MUO_NZM
T000085,S0000340,S0000340_A1,Cost-Sensitive Commuter,Flight,Hyderabad,Bangalore,Early Morning,Commute,1,39,1,1,0.8876421689086385,0.96987,56590.0,17.67,456.1,1.0,1.0,0.971,0.95,1,0.5,70.24,1.0,1.0,canonical_flights.parquet,flight_AI-559_281175
T000085,S0000340,S0000340_A2,Cost-Sensitive Commuter,Rail,Hyderabad,Bangalore,Early Morning,Commute,1,39,0,2,0.11235783109136153,0.45315,79104.27,31.3,36255.4,0.0,0.0,0.7067,0.65,0,1.0,1160.17,0.0,1.0,canonical_train_routes.parquet,train_12628_SCI_SBC
T000086,S0000341,S0000341_A1,Cost-Sensitive Commuter,Flight,Kolkata,Mumbai,Evening,Commute,1,11,0,5,0.08056594014538607,0.58409,64831.0,16.42,1665.7,0.0,0.0,0.971,0.95,2,0.3333,256.52,0.0,1.0,canonical_flights.parquet,flight_UK-738_267033
T000086,S0000341,S0000341_A2,Cost-Sensitive Commuter,Flight,Kolkata,Mumbai,Evening,Commute,1,11,1,4,0.17357260445940365,0.77597,10425.0,13.17,1665.7,0.8442,0.2846,0.971,0.8,1,0.5,256.52,0.0,1.0,canonical_flights.parquet,flight_UK-738_127854
T000086,S0000341,S0000341_A3,Cost-Sensitive Commuter,Flight,Kolkata,Mumbai,Evening,Commute,1,11,0,3,0.20916344532019687,0.8226,5520.0,6.5,1665.7,0.9204,0.8687,0.971,0.8,1,0.5,256.52,0.0,1.0,canonical_flights.parquet,flight_G8-704_129687
T000086,S0000341,S0000341_A4,Cost-Sensitive Commuter,Rail,Kolkata,Mumbai,Evening,Commute,1,11,0,2,0.22478760562054595,0.84061,1577.8,13.33,692.8,0.9815,0.2706,0.7385,0.65,0,1.0,22.17,0.9407,1.0,canonical_train_routes.parquet,train_12620_SHMI_LTT
T000086,S0000341,S0000341_A5,Cost-Sensitive Commuter,Rail,Kolkata,Mumbai,Evening,Commute,1,11,0,1,0.31191040445446755,0.9225,387.47,5.0,231.4,1.0,1.0,0.909,0.65,0,1.0,7.4,1.0,1.0,canonical_train_routes.parquet,train_12415_LMNR_KRLS
T000086,S0000342,S0000342_A1,Cost-Sensitive Commuter,Flight,Delhi,Kolkata,Evening,Leisure,1,18,1,2,0.2990973287571051,0.64592,43376.0,14.83,1312.4,0.0,1.0,0.971,0.95,1,0.5,202.11,0.0,1.0,canonical_flights.parquet,flight_AI-544_216086
T000086,S0000342,S0000342_A2,Cost-Sensitive Commuter,Rail,Delhi,Kolkata,Evening,Leisure,1,18,0,1,0.700902671242895,0.85882,778.91,25.3,1497.9,1.0,0.0,0.8463,0.65,0,1.0,47.93,1.0,1.0,canonical_train_routes.parquet,train_12869_BDI_HWH
T000086,S0000343,S0000343_A1,Cost-Sensitive Commuter,Flight,Hyderabad,Chennai,Night,Commute,1,8,0,3,0.1947152268888995,0.8194,1776.0,10.33,507.8,0.9686,0.5884,0.971,0.8,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_I5-974_178341
T000086,S0000343,S0000343_A2,Cost-Sensitive Commuter,Flight,Hyderabad,Chennai,Night,Commute,1,8,0,4,0.16530266323938936,0.77846,4359.0,23.67,507.8,0.9185,0.0,0.971,0.8,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_UK-870_178831
T000086,S0000343,S0000343_A3,Cost-Sensitive Commuter,Flight,Hyderabad,Chennai,Night,Commute,1,8,0,5,0.07954621044476198,0.5956,51707.0,23.67,507.8,0.0,0.0,0.971,0.95,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_UK-870_286264
T000086,S0000343,S0000343_A4,Cost-Sensitive Commuter,Rail,Hyderabad,Chennai,Night,Commute,1,8,0,2,0.2663305259684337,0.8977,520.52,7.3,321.3,0.9929,0.7221,0.909,0.65,0,1.0,10.28,0.8832,1.0,canonical_train_routes.parquet,train_11089_SCH_KMST
T000086,S0000343,S0000343_A5,Cost-Sensitive Commuter,Rail,Hyderabad,Chennai,Night,Commute,1,8,1,1,0.29410537345851556,0.9225,156.01,1.0,40.6,1.0,1.0,0.909,0.65,0,1.0,1.3,1.0,1.0,canonical_train_routes.parquet,train_16733_BMO_ME
T000086,S0000344,S0000344_A1,Cost-Sensitive Commuter,Flight,Bangalore,Hyderabad,Evening,Family / Personal,1,12,0,4,0.12686132996051155,0.64592,37985.0,12.83,456.1,0.0,1.0,0.971,0.95,1,0.5,70.24,0.0,1.0,canonical_flights.parquet,flight_UK-864_258666
T000086,S0000344,S0000344_A2,Cost-Sensitive Commuter,Flight,Bangalore,Hyderabad,Evening,Family / Personal,1,12,0,3,0.24222198518142243,0.80761,5322.0,17.25,456.1,0.8725,0.786,0.971,0.8,1,0.5,70.24,0.0,1.0,canonical_flights.parquet,flight_UK-864_114630
T000086,S0000344,S0000344_A3,Cost-Sensitive Commuter,Rail,Bangalore,Hyderabad,Evening,Family / Personal,1,12,1,1,0.35493497363484594,0.90313,548.5,20.78,1054.8,1.0,0.615,0.909,0.65,0,1.0,33.75,1.0,1.0,canonical_train_routes.parquet,train_12864_YPR_SCM
T000086,S0000344,S0000344_A4,Cost-Sensitive Commuter,Rail,Bangalore,Hyderabad,Evening,Family / Personal,1,12,0,2,0.2759817112232201,0.84023,2090.06,33.48,1381.8,0.9588,0.0,0.909,0.65,0,1.0,44.22,0.7131,1.0,canonical_train_routes.parquet,train_16534_YPR_SCH
T000087,S0000345,S0000345_A1,Cost-Sensitive Commuter,Flight,Bangalore,Mumbai,Night,Commute,1,45,0,1,0.47025375851587464,0.9316,4299.0,13.83,834.4,1.0,0.8188,0.971,0.8,1,0.5,128.5,1.0,1.0,canonical_flights.parquet,flight_G8-812_100455
T000087,S0000345,S0000345_A2,Cost-Sensitive Commuter,Flight,Bangalore,Mumbai,Night,Commute,1,45,0,2,0.45849640952054366,0.92527,6863.0,11.75,834.4,0.8882,1.0,0.971,0.8,1,0.5,128.5,1.0,1.0,canonical_flights.parquet,flight_G8-791_101686
T000087,S0000345,S0000345_A3,Cost-Sensitive Commuter,Rail,Bangalore,Mumbai,Night,Commute,1,45,1,3,0.07124983196358167,0.45983,27234.52,23.23,18371.3,0.0,0.0,0.909,0.65,0,1.0,587.88,0.0,1.0,canonical_train_routes.parquet,train_16530_SBC_DR
T000087,S0000346,S0000346_A1,Cost-Sensitive Commuter,Flight,Bangalore,Hyderabad,Afternoon,Commute,1,28,1,4,0.17251576210925706,0.79346,14936.0,21.5,456.1,0.6676,0.4994,0.971,0.8,2,0.3333,70.24,0.935,1.0,canonical_flights.parquet,flight_AI-573_111136
T000087,S0000346,S0000346_A2,Cost-Sensitive Commuter,Flight,Bangalore,Hyderabad,Afternoon,Commute,1,28,0,3,0.19413787584033335,0.82298,19669.0,10.25,456.1,0.5501,0.9219,0.971,0.8,1,0.5,70.24,0.935,1.0,canonical_flights.parquet,flight_AI-501_109724
T000087,S0000346,S0000346_A3,Cost-Sensitive Commuter,Flight,Bangalore,Hyderabad,Afternoon,Commute,1,28,0,1,0.3153138862099733,0.94423,1694.0,8.17,456.1,0.9964,1.0,0.971,0.8,1,0.5,70.24,0.935,1.0,canonical_flights.parquet,flight_6E-7223_115381
T000087,S0000346,S0000346_A4,Cost-Sensitive Commuter,Rail,Bangalore,Hyderabad,Afternoon,Commute,1,28,0,5,0.045420729912805526,0.45983,41824.53,34.8,19154.6,0.0,0.0,0.909,0.65,0,1.0,612.95,0.0,1.0,canonical_train_routes.parquet,train_12629_SDVL_SCI
T000087,S0000346,S0000346_A5,Cost-Sensitive Commuter,Rail,Bangalore,Hyderabad,Afternoon,Commute,1,28,0,2,0.2726117459276307,0.90785,1549.42,18.85,1016.5,1.0,0.5989,0.909,0.65,0,1.0,32.53,1.0,1.0,canonical_train_routes.parquet,train_12253_YPR_SCMN
T000087,S0000347,S0000347_A1,Cost-Sensitive Commuter,Flight,Hyderabad,Mumbai,Night,Commute,1,1,0,3,0.09399505394502018,0.45725,11319.0,17.42,622.7,0.0,0.0,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-870_159472
T000087,S0000347,S0000347_A2,Cost-Sensitive Commuter,Flight,Hyderabad,Mumbai,Night,Commute,1,1,0,2,0.21529348919159041,0.66444,4165.0,14.83,622.7,0.6825,0.3012,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_G8-426_165565
T000087,S0000347,S0000347_A3,Cost-Sensitive Commuter,Rail,Hyderabad,Mumbai,Night,Commute,1,1,1,1,0.6907114568633894,0.95587,837.24,8.82,535.3,1.0,1.0,0.909,0.65,0,1.0,17.13,1.0,1.0,canonical_train_routes.parquet,train_12939_SCH_KRLS
T000087,S0000348,S0000348_A1,Cost-Sensitive Commuter,Flight,Bangalore,Kolkata,Night,Commute,1,10,0,2,0.2825324209857139,0.67539,62188.0,22.42,1546.8,0.0,1.0,0.971,0.95,1,0.5,238.21,0.6826,1.0,canonical_flights.parquet,flight_UK-814_255751
T000087,S0000348,S0000348_A2,Cost-Sensitive Commuter,Rail,Bangalore,Kolkata,Night,Commute,1,10,1,3,0.20115450785358124,0.59046,28449.46,37.7,19192.2,0.5517,0.0193,0.8463,0.65,0,1.0,614.15,0.0,1.0,canonical_train_routes.parquet,train_08004_Y_HWH
T000087,S0000348,S0000348_A3,Cost-Sensitive Commuter,Rail,Bangalore,Kolkata,Night,Commute,1,10,0,1,0.5163130711607049,0.82612,1029.7,38.0,1980.2,1.0,0.0,0.8463,0.65,0,1.0,63.37,1.0,1.0,canonical_train_routes.parquet,train_15227_YPR_HWH
T000088,S0000349,S0000349_A1,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Commute,3,46,0,1,0.37679243171691096,0.93037,20684.0,1.75,834.4,0.7703,1.0,0.971,0.95,0,1.0,128.5,0.9177,1.0,canonical_flights.parquet,flight_UK-865_234038
T000088,S0000349,S0000349_A2,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Commute,3,46,0,3,0.19371237519302267,0.76404,69168.0,12.92,834.4,0.1856,0.6961,0.971,0.95,1,0.5,128.5,0.9177,1.0,canonical_flights.parquet,flight_UK-940_231916
T000088,S0000349,S0000349_A3,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Commute,3,46,0,4,0.16665644149191178,0.72643,84557.0,12.92,834.4,0.0,0.6961,0.971,0.95,1,0.5,128.5,0.9177,1.0,canonical_flights.parquet,flight_UK-940_231570
T000088,S0000349,S0000349_A4,Cost-Sensitive Commuter,Rail,Mumbai,Bangalore,Evening,Commute,3,46,0,5,0.04686984274620587,0.40929,80328.34,38.5,36816.9,0.051,0.0,0.909,0.65,0,1.0,1178.14,0.0,0.6764,canonical_train_routes.parquet,train_12976_KRLS_Y
T000088,S0000349,S0000349_A5,Cost-Sensitive Commuter,Rail,Mumbai,Bangalore,Evening,Commute,3,46,1,2,0.2159689088519488,0.79123,1634.96,22.03,1074.3,1.0,0.4482,0.909,0.65,0,1.0,34.38,1.0,0.6764,canonical_train_routes.parquet,train_16331_DR_CSDR
T000088,S0000350,S0000350_A1,Cost-Sensitive Commuter,Flight,Kolkata,Hyderabad,Early Morning,Commute,1,1,0,4,0.1114782395469153,0.5774,52175.0,12.75,1207.2,0.0,0.4585,0.971,0.95,1,0.5,185.91,0.0,1.0,canonical_flights.parquet,flight_UK-720_270534
T000088,S0000350,S0000350_A2,Cost-Sensitive Commuter,Flight,Kolkata,Hyderabad,Early Morning,Commute,1,1,0,2,0.28537080672759363,0.81239,6489.0,5.25,1207.2,0.8856,1.0,0.971,0.8,1,0.5,185.91,0.0,1.0,canonical_flights.parquet,flight_6E-7561_145481
T000088,S0000350,S0000350_A3,Cost-Sensitive Commuter,Rail,Kolkata,Hyderabad,Early Morning,Commute,1,1,0,3,0.25251468636344065,0.78181,2032.77,19.1,901.5,0.972,0.0,0.909,0.65,0,1.0,28.85,1.0,1.0,canonical_train_routes.parquet,train_16338_SHMI_SCH
T000088,S0000350,S0000350_A4,Cost-Sensitive Commuter,Rail,Kolkata,Hyderabad,Early Morning,Commute,1,1,1,1,0.35063626736205045,0.86388,587.27,14.6,903.5,1.0,0.3249,0.909,0.85,0,1.0,28.91,0.9996,1.0,canonical_train_routes.parquet,train_12431_SHMI_SCH
T000088,S0000351,S0000351_A1,Cost-Sensitive Commuter,Flight,Chennai,Bangalore,Night,Leisure,1,44,1,2,0.16491611767864445,0.61438,12276.0,23.0,267.9,0.0,0.0,0.971,0.8,1,0.5,41.26,1.0,1.0,canonical_flights.parquet,flight_UK-824_194822
T000088,S0000351,S0000351_A2,Cost-Sensitive Commuter,Flight,Chennai,Bangalore,Night,Leisure,1,44,0,1,0.6702139346915527,0.96492,1443.0,1.17,267.9,1.0,1.0,0.971,0.8,0,1.0,41.26,1.0,1.0,canonical_flights.parquet,flight_I5-821_196586
T000088,S0000351,S0000351_A3,Cost-Sensitive Commuter,Rail,Chennai,Bangalore,Night,Leisure,1,44,0,3,0.1648699476298029,0.61431,9145.24,8.4,17587.0,0.289,0.6688,0.909,0.65,0,1.0,562.78,0.0,1.0,canonical_train_routes.parquet,train_16222_MSU_Y
T000088,S0000352,S0000352_A1,Cost-Sensitive Commuter,Flight,Kolkata,Chennai,Early Morning,Commute,1,48,0,2,0.15725443405727946,0.5115,55983.0,26.75,1385.2,0.0,0.0,0.971,0.95,1,0.5,213.32,0.0,1.0,canonical_flights.parquet,flight_UK-720_273531
T000088,S0000352,S0000352_A2,Cost-Sensitive Commuter,Rail,Kolkata,Chennai,Early Morning,Commute,1,48,1,1,0.8427455659427205,0.9312,340.85,3.48,199.9,1.0,1.0,0.909,0.65,0,1.0,6.4,1.0,1.0,canonical_train_routes.parquet,train_12885_SHM_RSG
T000089,S0000353,S0000353_A1,Cost-Sensitive Commuter,Flight,Kolkata,Mumbai,Night,Commute,1,32,0,3,0.10565275690616609,0.56976,5934.0,23.17,1665.7,0.0,0.0,0.971,0.8,1,0.5,256.52,0.0,1.0,canonical_flights.parquet,flight_SG-8264_134174
T000089,S0000353,S0000353_A2,Cost-Sensitive Commuter,Rail,Kolkata,Mumbai,Night,Commute,1,32,0,2,0.43680105443709555,0.92459,1014.84,12.68,655.3,1.0,1.0,0.909,0.65,0,1.0,20.97,1.0,1.0,canonical_train_routes.parquet,train_12997_SHMI_TPND
T000089,S0000353,S0000353_A3,Cost-Sensitive Commuter,Rail,Kolkata,Mumbai,Night,Commute,1,32,1,1,0.4575461886567384,0.93619,1510.35,12.72,786.0,0.8993,0.9962,0.909,0.85,0,1.0,25.15,0.9823,1.0,canonical_train_routes.parquet,train_12228_LMNR_BDTS
T000089,S0000354,S0000354_A1,Cost-Sensitive Commuter,Flight,Mumbai,Delhi,Afternoon,Commute,1,9,0,3,0.2646322167648571,0.74081,5943.0,2.08,1137.1,0.0,1.0,0.971,0.8,0,1.0,175.11,0.0,1.0,canonical_flights.parquet,flight_UK-958_44579
T000089,S0000354,S0000354_A2,Cost-Sensitive Commuter,Rail,Mumbai,Delhi,Afternoon,Commute,1,9,0,2,0.30182911134678464,0.77369,290.94,12.4,559.5,0.9843,0.0,0.909,0.65,0,1.0,17.9,0.966,1.0,canonical_train_routes.parquet,train_19049_BDTS_BDI
T000089,S0000354,S0000354_A3,Cost-Sensitive Commuter,Rail,Mumbai,Delhi,Afternoon,Commute,1,9,1,1,0.4335386718883584,0.86422,200.98,6.33,386.5,1.0,0.5882,0.909,0.65,0,1.0,12.37,1.0,1.0,canonical_train_routes.parquet,train_12563_LTT_BDI
T000089,S0000355,S0000355_A1,Cost-Sensitive Commuter,Flight,Hyderabad,Mumbai,Early Morning,Commute,1,9,0,4,0.12088685934142651,0.68611,16003.0,15.17,622.7,0.6569,0.0,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-860_158770
T000089,S0000355,S0000355_A2,Cost-Sensitive Commuter,Flight,Hyderabad,Mumbai,Early Morning,Commute,1,9,0,3,0.18344136165322572,0.79037,4165.0,10.75,622.7,0.9171,0.3968,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_G8-424_162671
T000089,S0000355,S0000355_A3,Cost-Sensitive Commuter,Flight,Hyderabad,Mumbai,Early Morning,Commute,1,9,0,5,0.08510238503099388,0.59836,45883.0,14.75,622.7,0.0,0.0377,0.971,0.95,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_AI-559_279614
T000089,S0000355,S0000355_A4,Cost-Sensitive Commuter,Rail,Hyderabad,Mumbai,Early Morning,Commute,1,9,1,2,0.29676336233401013,0.91063,412.63,5.07,248.4,0.9996,0.9066,0.909,0.65,0,1.0,7.95,0.9954,1.0,canonical_train_routes.parquet,train_12218_SCH_TPND
T000089,S0000355,S0000355_A5,Cost-Sensitive Commuter,Rail,Hyderabad,Mumbai,Early Morning,Commute,1,9,0,1,0.3138060316403439,0.92459,393.69,4.03,235.6,1.0,1.0,0.909,0.65,0,1.0,7.54,1.0,1.0,canonical_train_routes.parquet,train_12922_SCH_BDTS
T000089,S0000356,S0000356_A1,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Family / Personal,1,40,1,2,0.3662064942269833,0.92792,2124.0,5.08,834.4,1.0,0.9318,0.971,0.8,1,0.5,128.5,1.0,1.0,canonical_flights.parquet,flight_6E-6818_60672
T000089,S0000356,S0000356_A2,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Family / Personal,1,40,0,1,0.38115166477066686,0.93792,2124.0,3.75,834.4,1.0,1.0,0.971,0.8,1,0.5,128.5,1.0,1.0,canonical_flights.parquet,flight_6E-6051_59566
T000089,S0000356,S0000356_A3,Cost-Sensitive Commuter,Flight,Mumbai,Bangalore,Evening,Family / Personal,1,40,0,3,0.19804165080668004,0.77424,9067.0,17.92,834.4,0.7234,0.2733,0.971,0.8,2,0.3333,128.5,1.0,1.0,canonical_flights.parquet,flight_AI-637_60632
T000089,S0000356,S0000356_A4,Cost-Sensitive Commuter,Rail,Mumbai,Bangalore,Evening,Family / Personal,1,40,0,4,0.05460019019566994,0.45213,27222.68,23.25,18363.3,0.0,0.0,0.7067,0.65,0,1.0,587.63,0.0,0.7067,canonical_train_routes.parquet,train_11013_LTT_SBC
T000090,S0000357,S0000357_A1,Cost-Sensitive Commuter,Flight,Mumbai,Kolkata,Evening,Commute,1,19,1,2,0.266189960934292,0.59168,9723.0,5.58,1665.7,0.0,1.0,0.971,0.8,1,0.5,256.52,0.0,1.0,canonical_flights.parquet,flight_6E-236_62231
T000090,S0000357,S0000357_A2,Cost-Sensitive Commuter,Rail,Mumbai,Kolkata,Evening,Commute,1,19,0,1,0.733810039065708,0.84519,2872.54,32.75,1910.5,1.0,0.0,0.909,0.65,0,1.0,61.14,1.0,1.0,canonical_train_routes.parquet,train_09021_BDTS_JAT
T000090,S0000358,S0000358_A1,Cost-Sensitive Commuter,Flight,Bangalore,Kolkata,Afternoon,Commute,1,18,0,4,0.09710214729194525,0.51847,16523.0,27.25,1546.8,0.0,0.0,0.971,0.8,1,0.5,238.21,0.0,1.0,canonical_flights.parquet,flight_AI-501_103143
T000090,S0000358,S0000358_A2,Cost-Sensitive Commuter,Flight,Bangalore,Kolkata,Afternoon,Commute,1,18,0,2,0.2949729004636096,0.79625,3393.0,7.5,1546.8,0.8155,1.0,0.971,0.8,1,0.5,238.21,0.0,1.0,canonical_flights.parquet,flight_I5-1562_107054
T000090,S0000358,S0000358_A3,Cost-Sensitive Commuter,Flight,Bangalore,Kolkata,Afternoon,Commute,1,18,1,3,0.18698782154105878,0.68229,8487.0,16.83,1546.8,0.4991,0.5276,0.971,0.8,1,0.5,238.21,0.0,1.0,canonical_flights.parquet,flight_AI-9876_102847
T000090,S0000358,S0000358_A4,Cost-Sensitive Commuter,Rail,Bangalore,Kolkata,Afternoon,Commute,1,18,0,1,0.42093713070338645,0.88515,422.5,16.47,812.5,1.0,0.5458,0.909,0.65,0,1.0,26.0,1.0,1.0,canonical_train_routes.parquet,train_17209_SBC_LKSH
T000090,S0000359,S0000359_A1,Cost-Sensitive Commuter,Flight,Bangalore,Kolkata,Evening,Leisure,1,41,0,2,0.27447407372897814,0.59168,8422.0,23.75,1546.8,0.0,1.0,0.971,0.8,1,0.5,238.21,0.0,1.0,canonical_flights.parquet,flight_AI-503_107019
T000090,S0000359,S0000359_A2,Cost-Sensitive Commuter,Rail,Bangalore,Kolkata,Evening,Leisure,1,41,1,1,0.725525926271022,0.83469,2863.66,34.58,1904.5,1.0,0.0,0.8463,0.65,0,1.0,60.94,1.0,1.0,canonical_train_routes.parquet,train_12864_YPR_HWH
T000090,S0000360,S0000360_A1,Cost-Sensitive Commuter,Flight,Chennai,Delhi,Afternoon,Leisure,1,21,0,4,0.12089092494038226,0.67609,60160.0,8.17,1759.4,0.0,0.9972,0.971,0.95,1,0.5,270.95,0.5947,1.0,canonical_flights.parquet,flight_UK-826_287892
T000090,S0000360,S0000360_A2,Cost-Sensitive Commuter,Flight,Chennai,Delhi,Afternoon,Leisure,1,21,0,2,0.25409003997056095,0.86179,8803.0,9.08,1759.4,0.8644,0.9604,0.971,0.8,1,0.5,270.95,0.5947,1.0,canonical_flights.parquet,flight_UK-826_183689
T000090,S0000360,S0000360_A3,Cost-Sensitive Commuter,Flight,Chennai,Delhi,Afternoon,Leisure,1,21,1,3,0.19859125000872788,0.80018,6741.0,32.83,1759.4,0.8991,0.0,0.971,0.8,1,0.5,270.95,0.5947,1.0,canonical_flights.parquet,flight_AI-672_187650
T000090,S0000360,S0000360_A4,Cost-Sensitive Commuter,Rail,Chennai,Delhi,Afternoon,Leisure,1,21,0,5,0.10775376736054013,0.64733,29934.34,16.92,20195.5,0.5087,0.6433,0.7462,0.65,0,1.0,646.26,0.0,1.0,canonical_train_routes.parquet,train_12569_SPJ_ANVT
T000090,S0000360,S0000360_A5,Cost-Sensitive Commuter,Rail,Chennai,Delhi,Afternoon,Leisure,1,21,0,1,0.3186740177197888,0.91841,747.11,8.1,474.4,1.0,1.0,0.909,0.65,0,1.0,15.18,1.0,1.0,canonical_train_routes.parquet,train_18405_TMR_BDI
T000091,S0000361,S0000361_A1,Cost-Sensitive Commuter,Flight,Bangalore,Delhi,Afternoon,Commute,1,11,1,1,0.8661200474551657,0.94629,5654.0,19.58,1708.8,1.0,1.0,0.971,0.8,1,0.5,263.16,1.0,1.0,canonical_flights.parquet,flight_SG-768_89118
